0.82111E-01 0.33664E-03 0.00000E+01 2215050 0 0 10151 0.12390E+06 0.00000E+01 0.82111E-01 0.00000E+01 0.00000E+01 0
1 0.087412 0.0053627 6.135 21.797 0.087412
2 0.084079 0.0018121 3.048 8.2137 0.084079
3 0.080698 0.00091351 2.264 10.777 0.080698
4 0.080931 0.0019657 3.4349 17.31 0.080931
5 0.08225 0.0011161 2.7139 25.091 0.08225
6 0.082208 0.00066222 2.2784 21.598 0.082208
7 0.081891 0.0011864 5.7952 182.98 0.081891
8 0.082156 0.00089388 6.1548 202.23 0.082156
9 0.081563 0.00051103 5.0124 283.89 0.081563
10 0.085398 0.0056704 6.64 39.489 0.085398
11 0.08328 0.001613 2.7391 11.076 0.08328
12 0.081527 0.00099418 2.4389 21.435 0.081527
13 0.083406 0.0010981 3.7238 56.636 0.083406
14 0.084315 0.0017266 8.1913 220.12 0.084315
15 0.082538 0.00077323 5.2994 216.47 0.082538
<lo_statistics>
<cumulated_time> 514.212816 </cumulated_time>
</lo_statistics>
